gateway,gateway_document_number,gateway_name
WUDI PAY CORRESPONDENTE DE INSTITUICAO FINANCEIRA LTDA | 18490448000104,18490448000104,WUDI PAY CORRESPONDENTE DE INSTITUICAO FINANCEIRA LTDA
WE PAY OUT INSTITUICAO DE PAGAMENTO LTDA. | 32708748000130,32708748000130,WE PAY OUT INSTITUICAO DE PAGAMENTO LTDA.
YE  PAY SERVICOS FINANCEIROS LTDA | f3298b68-4c6e-4095-ba3c-02701156c2c8,57020169000120,YE  PAY SERVICOS FINANCEIROS LTDA
Eco Service Comercio Ltda | 44356727000181,44356727000181,Eco Service Comercio Ltda
FASTCASH DINHEIRO DIGITAL SOCIEDADE UNIPESSOAL LIMITADA | d9fed144-31f7-4f7e-aca7-1cf77fa9e65d,37233496000153,FASTCASH DINHEIRO DIGITAL SOCIEDADE UNIPESSOAL LIMITADA
VCOIN TEC  | 57370992000166,57370992000166,VCOIN TEC
LEMA GROUP | e3f9fdfe-388a-46ff-9cb7-7e64d31822a7,46300179000101,LEMA GROUP
VEMBETAR - TRUST RECIFE B.V. | 22443203000276,22443203000276,VEMBETAR - TRUST RECIFE B.V.
KTO | cf4b650e-8a75-49f2-a597-1fac9a255a3d,54923003000126,KTO
UPBET | 56236761000100,56236761000100,UPBET
BLOW MARKETPLACE | 37486405000191,37486405000191,BLOW MARKETPLACE
BETFUSION - WAVE WIN GAMING B.V. | 22443203000276,22443203000276,BETFUSION - WAVE WIN GAMING B.V.
PAY RETAILERS BR SERVICOS DE PAGAMENTOS LTDA | 8b4cd0e1-7697-46b9-b2e3-e49e689e8706,32364718000153,PAY RETAILERS BR SERVICOS DE PAGAMENTOS LTDA
BRASFICHAS | 22443203000195,22443203000195,BRASFICHAS
POLIGON ENTERTAINMENT N.V | 22443203000276,22443203000276,POLIGON ENTERTAINMENT N.V
Okto Pagamentos S.A. | bfab980b-17ea-4641-a547-16adcf0785ad,44783669000172,Okto Pagamentos S.A.
Izipay Now - Casinohub | 48206461000141,48206461000141,Izipay Now - Casinohub
BETABET - NETCHAIN TECHNOLOGY N.V | 22443203000276,22443203000276,BETABET - NETCHAIN TECHNOLOGY N.V
OKP ThePlace Free Shop Chuy | 824ae864-26a8-41db-aadd-ba020e08efa2,35210410000141,OKP ThePlace Free Shop Chuy
ALL BETS | 1cf7dd7b-5ca1-4440-8ce9-b4e362ddfde3,93138451000170,ALL BETS
ALL BETS | 4ed53be6-2e87-4323-b500-f942a386655e,93138451000170,ALL BETS
AKO PAGO | 55886539000181,55886539000181,AKO PAGO
EZZEPAY INSTITUICAO DE PAGAMENTO LTDA | 54d4fd3c-07a8-4b34-a3bb-385c9fab2197,37743906000106,EZZEPAY INSTITUICAO DE PAGAMENTO LTDA
M C R T3 INVESTIMENTO LTDA | a8d51dcd-8de3-4e04-8ce8-19da8243b6dd,58321844000114,M C R T3 INVESTIMENTO LTDA
Moneta Transfer LTDA | ec6ab37e-a716-408a-963b-43dfb29e08b5,48206461000141,Moneta Transfer LTDA
ROCKET PAGO LTDA | 2b16f94b-5929-4996-a0c0-539b5f6f06b4,57252890000146,ROCKET PAGO LTDA
STA7 PAY TECNOLOGIA LTDA | 1ed9de82-f39a-4ed0-8210-8413be86aa8c,57677659000102,STA7 PAY TECNOLOGIA LTDA
ZALKA PAGO LTDA | 70cbaeab-0bb5-4464-bfd0-bedb9c613871,55864118000150,ZALKA PAGO LTDA
Ezzepay instituição de pagamento LTDA | 6abdf84a-9bd0-4509-9bbf-9facabc1b8b5,37743906000106,Ezzepay instituição de pagamento LTDA
PAGFAST | b9e544eb-ee92-4d57-8665-c42f60d6fd65,46261360000148,PAGFAST
ALL BETS | d218c4e1-1fb9-46c5-af0f-52bedf50c286,93138451000170,ALL BETS
BLISS PAGAMENTOS LTDA | 04b0e700-64b6-4cf7-ba6a-ed343934597a,31172740000139,BLISS PAGAMENTOS LTDA
BLISS PAGAMENTOS LTDA | 3d184e61-b8a2-4d9f-935e-ef0a7e0cff50,31172740000139,BLISS PAGAMENTOS LTDA
BLISS PAGAMENTOS LTDA | ab35b587-aa60-407a-b092-495b98b9c117,31172740000139,BLISS PAGAMENTOS LTDA
HKPPAY GATEWAY LTDA | ae467a1f-59f2-402f-967b-ca2791d3b5d1,55132663000151,HKPPAY GATEWAY LTDA
LISBOAPAY FACILITADORA DE PAGAMENTOS LTDA | 4a1977e8-ed5d-4460-9224-7561a5103f6e,41433374000188,LISBOAPAY FACILITADORA DE PAGAMENTOS LTDA
WUDI PAY CORRESPONDENTE DE INSTITUICAO FINANCEIRA LTDA | f004446e-5c25-4d4e-8e15-bdcf07e101a6,18490448000104,WUDI PAY CORRESPONDENTE DE INSTITUICAO FINANCEIRA LTDA
BYTECH LTDA | fe1a26bc-524b-4708-860e-666a15a138ca,31823471000123,BYTECH LTDA
Pay By Betano | 07035740-56be-4254-ae94-7f032d996bd5,13492000000106,Pay By Betano
AK FINTECH SOLUTIONS LTDA | 2f9332dd-ea69-4564-80ea-916f98c9c186,55781283000148,AK FINTECH SOLUTIONS LTDA
BRAND FORCE MASTERY LTDA | 943a45ec-f41a-4b72-8518-957baca38054,44708338000178,BRAND FORCE MASTERY LTDA
HKPPAY PAGAMENTOS E COBRANCAS LTDA | 6389a80e-00c8-41bf-bef3-1026aa66fe05,55527975000164,HKPPAY PAGAMENTOS E COBRANCAS LTDA
"HUB GAMING ENTRETENIMENTOS LTDA., | 57664438000191",57664438000191,"HUB GAMING ENTRETENIMENTOS LTDA.,"
Six Tech Games Ltda | 57350965000121,57350965000121,Six Tech Games Ltda
FAST GAMING S A | 55980542000160,55980542000160,FAST GAMING S A
F7 JOGOS LTDA | 8770f7b7-c572-4070-9afc-adfd0668fe36,57972577000182,F7 JOGOS LTDA
EB INTERMEDIACOES E JOGOS S/A | 7af009f6-5a33-4144-a76b-4bc6451c2608,52639845000125,EB INTERMEDIACOES E JOGOS S/A
ESPORTES GAMING BRASIL LTDA | 56075466000100,56075466000100,ESPORTES GAMING BRASIL LTDA
BRILLIANT GAMING LTDA | a6d9adec-3e45-414a-b48a-86d64f0a145d,56259060000188,BRILLIANT GAMING LTDA
SC OPERATING BRAZIL LTDA | 0943b99e-96dc-4eec-a009-4714bc2972a5,54068631000171,SC OPERATING BRAZIL LTDA
OKTO TECH LTDA | 9097b999-c1ea-4112-9f56-9a37b2249796,51583189000123,OKTO TECH LTDA
M C R T3 INVESTIMENTO LTDA | c930ce0f-f1d8-4164-a54b-3f87eea52883,58321844000114,M C R T3 INVESTIMENTO LTDA
HAPPY PAGO LTDA | 55328878000142,55328878000142,HAPPY PAGO LTDA
AK FINTECH SOLUTIONS LTDA | d1b9451a-d4f0-443d-b208-f1aca3b0c146,55781283000148,AK FINTECH SOLUTIONS LTDA
PIXTOPAY SOLUCOES DE PAGAMENTOS S/A | bbc8554f-b4ab-487a-bfaa-01939f6a9fa8,48278458000133,PIXTOPAY SOLUCOES DE PAGAMENTOS S/A
Pay Capital | 36690516000152,36690516000152,Pay Capital
PIXS COBRANCA E SERVICOS EM TECNOLOGIA SA | diretoria@pixscobranca.com.br,40953545000137,PIXS COBRANCA E SERVICOS EM TECNOLOGIA SA
SHOPRMS TECNOLOGIA E SERVICOS LTDA | 2a5babce-2689-41ce-903e-970536cd3c7b,45707166000180,SHOPRMS TECNOLOGIA E SERVICOS LTDA
PAGFAST COBRANCA E SERVICOS EM TECNOLOGIA S.A. | b14fbd77-81bd-430d-959e-c4f1a8965f9b,46261360000148,PAGFAST COBRANCA E SERVICOS EM TECNOLOGIA S.A.
Pay Brokers Cobrança e Serviço | 49f474c4-a9c6-4753-b3da-a6d56f7b87aa,34841787000217,Pay Brokers Cobrança e Serviço
GAMEWIZ | b25d1de8-ebf9-41eb-a2eb-fb151328c45a,56195099000189,GAMEWIZ
GOLDEN CAT PROCESSAMENTO DE PAGAMENTO LTDA | 8fe6cca6-578c-4498-98ea-c16ab201a051,52348833000141,GOLDEN CAT PROCESSAMENTO DE PAGAMENTO LTDA
BLISS PAGAMENTOS LTDA | c45e29e2-54ee-4b98-b6da-e78ff8065615,31172740000139,BLISS PAGAMENTOS LTDA
GAMEWIZ | 418a4aef-ff7b-48ea-962a-d4b067b1f27f,56195099000189,GAMEWIZ
PAGSMILE INTERMEDIACAO E AGENCIAMENTO DE NEGOCIOS LTDA | 49e6205a-e85a-4f29-90f9-3c9c9c7b69af,23010551000131,PAGSMILE INTERMEDIACAO E AGENCIAMENTO DE NEGOCIOS LTDA
HKPPAY PAGAMENTOS E COBRANCAS LTDA | 5691c8ec-0def-4ea0-ac14-7f0ad148428d,55527975000164,HKPPAY PAGAMENTOS E COBRANCAS LTDA
Pinhenom intermediacao de Pagamentos | 650a3f36-a64b-4f72-af0b-aa285adb0aee,44341088000180,Pinhenom intermediacao de Pagamentos
HKPPAY PAGAMENTOS E COBRANCAS LTDA | 2319ce57-ffed-4a42-9e83-45382204b54e,55527975000164,HKPPAY PAGAMENTOS E COBRANCAS LTDA
HKPPAY PAGAMENTOS E COBRANCAS LTDA | 66bef18b-3ee5-4041-93ad-ac04fddb9438,55527975000164,HKPPAY PAGAMENTOS E COBRANCAS LTDA
Pagfast | 46261360000229,46261360000229,Pagfast
ALL BETS | 71129f0f-0f77-4a56-a8a7-1f79504db937,93138451000170,ALL BETS
PLAYFLOW  | 55898539000100,55898539000100,PLAYFLOW
REALS BRASIL LTDA | 56197912000150,56197912000150,REALS BRASIL LTDA
PLAY GAMES | 55208141000196,55208141000196,PLAY GAMES
AK FINTECH SOLUTIONS LTDA | a13f2e16-c6f6-404b-971a-59996752edcf,55781283000148,AK FINTECH SOLUTIONS LTDA
BLISS PAGAMENTOS LTDA | 9168669b-396a-45bf-9fbe-c31218c9fd6c,31172740000139,BLISS PAGAMENTOS LTDA
EOS PAY MARKETING E NEGOCIOS LTDA | 256ce4fa-c06d-418b-99c0-b127ad8359ed,52505718000133,EOS PAY MARKETING E NEGOCIOS LTDA
Ana Gaming Brasil SA | e1825094-5a39-4752-8318-ccc23ff31b9d,55933850000134,Ana Gaming Brasil SA
BLISS PAGAMENTOS LTDA | ec63b699-c21d-44b5-99f2-40b7ebade9b7,31172740000139,BLISS PAGAMENTOS LTDA
Bytech Ltda | 31823471000123,31823471000123,Bytech Ltda
Golden cat processamento de pagamento ltda | 24c8942c-31c2-4cc8-9560-88e9f6e6e838,52348833000141,Golden cat processamento de pagamento ltda
OKTO TECH LTDA | 23b5183b-9310-4848-927d-f72371fcb0f5,51583189000123,OKTO TECH LTDA
LCT NACIONAL CREDIT | 086777cc-3955-49f1-a289-d21904657f7a,31023573000164,LCT NACIONAL CREDIT
PAY BROKERS EFX FACILITADORA D | 09664151-cd25-4065-9013-756cd0fbe96d,34841787000993,PAY BROKERS EFX FACILITADORA D
H2LICENSEDLTDA | 56303755000110,56303755000110,H2LICENSEDLTDA
ANSPACE INSTITUIÇÃO DE PAGAMENTO LTDA | f6ac434d-81d1-4a38-b061-7f8e671fe69e,22443203000195,ANSPACE INSTITUIÇÃO DE PAGAMENTO LTDA
ANSPACE INSTITUIÇÃO DE PAGAMENTO LTDA | 0f4977e2-e46a-40e8-ba63-36477ce09bdf,22443203000195,ANSPACE INSTITUIÇÃO DE PAGAMENTO LTDA
ZRO INSTITUICAO DE PAGAMENTO S.A. | 40d330ff-7bbb-4fc0-9383-563913ce68e5,26264220000116,ZRO INSTITUICAO DE PAGAMENTO S.A.
HS DO BRASIL LTDA | 1fff7b18-286c-4e60-8a36-ca48b3d3aece,47123407000170,HS DO BRASIL LTDA
MONETA TRANSFER | 2f080ce1-ad9d-47cd-abe1-e2c38ad42501,48206461000141,MONETA TRANSFER
LISBOAPAY FACILITADORA DE PAGAMENTOS LTDA | 00a50d17-1b2a-45e4-917f-2c581999dde7,41433374000188,LISBOAPAY FACILITADORA DE PAGAMENTOS LTDA
POWERFULL TECNOLOGIA LTDA | 456e422d-8fd5-4722-94e8-925845cbe358,49440778000100,POWERFULL TECNOLOGIA LTDA
BLAZE - PROLIFIC TRADE N.V. | 22443203000276,22443203000276,BLAZE - PROLIFIC TRADE N.V.
LISBOAPAY FACILITADORA DE PAGAMENTOS LTDA | 559ae2dc-b053-4884-8849-344cb6886c48,41433374000188,LISBOAPAY FACILITADORA DE PAGAMENTOS LTDA
LISBOAPAY FACILITADORA DE PAGAMENTOS LTDA | dc29d907-55c1-461f-be48-c6522f796915,41433374000188,LISBOAPAY FACILITADORA DE PAGAMENTOS LTDA
Golden pig teconologia Ltda | e8154139-238e-4e7a-b2c5-1a009351c671,57483876000153,Golden pig teconologia Ltda
ROCKET PAGO LTDA | 59fe3737-1eaa-4312-b2e4-d267d39ac602,57252890000146,ROCKET PAGO LTDA
ANSPACE INSTITUIÇÃO DE PAGAMENTO LTDA | 1c60a32c-44ab-4717-90a1-a4abec3bae82,22443203000195,ANSPACE INSTITUIÇÃO DE PAGAMENTO LTDA
"Mmd Tecnologia, Entretenimento e Marketing LTDA | 14157c02-3743-483a-a42a-558c0b884510",34935286000119,"Mmd Tecnologia, Entretenimento e Marketing LTDA"
HKPPAY PAGAMENTOS E COBRANCAS LTDA | b0dc5c8f-2796-4e6d-b6ff-46d803d7011e,55527975000164,HKPPAY PAGAMENTOS E COBRANCAS LTDA
We Pay Out Serviços de Pagamentos Ltda | 32708748000130,32708748000130,We Pay Out Serviços de Pagamentos Ltda
ALL BETS | a7ab43f4-7b09-414b-abed-68c7c6a903ae,93138451001223,ALL BETS
Aposta 1 LTDA | f451bccf-1492-477b-893a-684204375b70,55258645000110,Aposta 1 LTDA
LISBOAPAY FACILITADORA DE PAGAMENTOS LTDA | a234c350-4194-4bc8-86d7-3235eb790e96,41433374000188,LISBOAPAY FACILITADORA DE PAGAMENTOS LTDA
ANSPACE INSTITUIÇÃO DE PAGAMENTO LTDA | 5bb1e44a-270b-43e0-8692-3289100e71fe,22443203000195,ANSPACE INSTITUIÇÃO DE PAGAMENTO LTDA
GANHABET - DECOLA OPERATIONS | 22443203000276,22443203000276,GANHABET - DECOLA OPERATIONS
BLISS PAGAMENTOS LTDA | 5914057f-6ef3-4df6-bebf-d97f63ac7982,31172740000139,BLISS PAGAMENTOS LTDA
ALL BETS | 72f7ea7d-f2e9-4f84-90a7-1788add33cac,93138451001223,ALL BETS
BETFAIR BRASIL LTDA | 55229080000143,55229080000143,BETFAIR BRASIL LTDA
H2 LICENSED LTDA | 04d10902-0ae6-40a1-8b64-b1702cb0d45c,56303755000110,H2 LICENSED LTDA
ATLANTIS COMERCIO  | 5730fddb-7e27-4ebe-8fbc-6486f9649e72,39641699000104,ATLANTIS COMERCIO
ALL PAY MEIOS DE PAGAMENTO LTDA | 08b93eb3-4d9f-439b-b99c-70691f18b73c,52371202000143,ALL PAY MEIOS DE PAGAMENTO LTDA
HKPAY_3 | 48206461000141,48206461000141,HKPAY_3
X. hao Ltda | 52348833000141,52348833000141,X. hao Ltda
SELECT OPERATIONS LTDA | 56875122000186,56875122000186,SELECT OPERATIONS LTDA
BROKER PLATINUM INVEST E TECNOLOGIA LTDA | 52834886000172,52834886000172,BROKER PLATINUM INVEST E TECNOLOGIA LTDA
PAYS3GPIG | 29f385ef-af40-48a0-aa83-9b1ac5e11c76,57483876000153,PAYS3GPIG
GLOBAL PIX INTERMEDIACAO DE PAGAMENTOS E PROCESSADORA LTDA | 47208470000109,47208470000109,GLOBAL PIX INTERMEDIACAO DE PAGAMENTOS E PROCESSADORA LTDA
LATIN PAY LTDA 2 | 45927565000157,45927565000157,LATIN PAY LTDA 2
PUSKAS BET ADMINISTRADORA DE APOSTAS ESPORTIVAS LTDA | 10953721000170,10953721000170,PUSKAS BET ADMINISTRADORA DE APOSTAS ESPORTIVAS LTDA
CASH FOR PAY LTDA | 5a1108d5-e617-4ee1-b804-ddaa7c1823b7,50901312000144,CASH FOR PAY LTDA
okto pagamentos s.a. | f16ec83c-4003-430a-aa26-c6fac540c42e,44783669000172,okto pagamentos s.a.
Aposta 1 Ltda | 92c64b0f-42ac-4af1-87e6-45ad4ee4ecce,55258645000110,Aposta 1 Ltda
DEZELTNS TRANSFER GAMES | b1204311-3b66-4b5d-ab15-6889a771e496,49462916000152,DEZELTNS TRANSFER GAMES
PAYGAME | 56349116000195,56349116000195,PAYGAME
VANGUARD ENTRETENIMENTO BRASIL LTDA. | 35b1406d-7b1b-48f4-a83e-50202974f1f2,56885537000130,VANGUARD ENTRETENIMENTO BRASIL LTDA.
AK FINTECH SOLUTIONS LTDA | 7403884f-8b96-4f3e-ac48-0edf559fff25,55781283000148,AK FINTECH SOLUTIONS LTDA
hkp1 | 56349116000195,56349116000195,hkp1
VANGUARD ENTRETENIMENTO BRASIL LTDA. | b2df61ac-6d11-407a-bfa3-fed9ae31e5e7,56885537000130,VANGUARD ENTRETENIMENTO BRASIL LTDA.
FORTUNA PAY CONSULTORIA FINANCEIRA LTDA | bcf247e9-e59a-4792-9bca-7fbd267870d5,53731130000160,FORTUNA PAY CONSULTORIA FINANCEIRA LTDA
Pagsmile Intermediacao e Agenciamento de Negocios LTDA | c0af3193-84c2-4a79-a4d8-c2bfc7b108b7,23010551000131,Pagsmile Intermediacao e Agenciamento de Negocios LTDA
PIXCRED SOCIEDADE DE CREDITO DIRETO S.A. | 117f151c-bb5f-4508-be0d-21f37dbe7f0e,42510062000193,PIXCRED SOCIEDADE DE CREDITO DIRETO S.A.
HIPER BET TECNOLOGIA LTDA | 55404799000173,55404799000173,HIPER BET TECNOLOGIA LTDA
Stake Brazil LTDA | 56525936000190,56525936000190,Stake Brazil LTDA
Bell Ventures Digital Ltda | 56638458000125,56638458000125,Bell Ventures Digital Ltda
FAST GAMING S.A. | e88c1ed2-1ba0-4a2b-923c-8acdaae8c4e0,55980542000160,FAST GAMING S.A.
FORTUNA PAY CONSULTORIA FINANCEIRA LTDA | f511d387-e1fb-4cad-bed2-aad554a580f0,53731130000160,FORTUNA PAY CONSULTORIA FINANCEIRA LTDA
M C R T3 INVESTIMENTO LTDA | 186948de-64cc-4fe4-a807-c1afc316f1a8,58321844000114,M C R T3 INVESTIMENTO LTDA
JUST PAGAMENTOS LTDA | a3f1706e-a267-4f9c-a6c5-a12e271142f0,34882109000111,JUST PAGAMENTOS LTDA
M C R T3 INVESTIMENTO LTDA | 1c2d9e8e-1ffa-45a1-b294-46bbf8daaeb7,58321844000114,M C R T3 INVESTIMENTO LTDA
JOGO PRINCIPAL LTDA | eb4c28e3-68e4-49f9-a0ff-b5a5e09afa06,56302709000104,JOGO PRINCIPAL LTDA
H2 LICENSED LTDA | 9586570b-769f-4026-9c52-1720a7366603,56303755000110,H2 LICENSED LTDA
P H R OLIVEIRA DR INVESTIMENTOS LTDA | c873834c-ed18-4e63-8e5d-90190392b744,58321455000199,P H R OLIVEIRA DR INVESTIMENTOS LTDA
FORTUNA PAY CONSULTORIA FINANCEIRA LTDA | 7be57551-ab13-4069-866a-7f156b4e91b9,53731130000160,FORTUNA PAY CONSULTORIA FINANCEIRA LTDA
Shoprms Tecnologia e Servicos Ltda | c506a6c8-a5ab-444e-95c5-2b2ddc72d812,45707166000180,Shoprms Tecnologia e Servicos Ltda
ZRO INSTITUICAO DE PAGAMENTO SA | bce55b4d-94e3-4499-b939-d4deb4e3914f,26264220000116,ZRO INSTITUICAO DE PAGAMENTO SA
Bet4 - FazoBet | 328f9e9d-5bb5-46e0-977f-bddbf19c1459,56706644000154,Bet4 - FazoBet
PAGFAST COBRANCA E SERVICOS EM TECNOLOGIA S A | 46261360000148,46261360000148,PAGFAST COBRANCA E SERVICOS EM TECNOLOGIA S A
VOLUTI GESTAO FINANCEIRA - LTD | 8b48629f-0c19-487f-87e9-185d33e1a2a6,30385259000169,VOLUTI GESTAO FINANCEIRA - LTD
Voluti Gestao Financeira Ltda | a3bd5001-88e9-4879-9969-28078c5e2af8,30385259000169,Voluti Gestao Financeira Ltda
Wudi pay Correspondente de Instituicao Financeira Ltda | 6a10c50f-6c51-4169-8878-75a3f37096df,18490448000104,Wudi pay Correspondente de Instituicao Financeira Ltda
Pay by Lancebetting | 37756b09-90af-4a47-861f-2882ce6b6cc6,13492000000106,Pay by Lancebetting
VIRTUAL SOLUCOES EM TECNOLOGIA LTDA | 97e897c7-6fdc-4493-84c7-0938d8c45823,46481607000131,VIRTUAL SOLUCOES EM TECNOLOGIA LTDA
BRLT GAMING LTDA | 56259060000188,56259060000188,BRLT GAMING LTDA
LUCK GAME LTDA | 60c82012-74b8-4220-b780-fa46d6a3826f,57428376000119,LUCK GAME LTDA
BRAND FORCE MASTERY LTDA | 7b7bd4ca-90e1-46f7-a645-16f63d825e88,44708338000178,BRAND FORCE MASTERY LTDA
pixs cobranca e servicos em tecnologia s.a | 40953545000137,40953545000137,pixs cobranca e servicos em tecnologia s.a
ARENA LOGFLIX | c984f7d0-94a9-4eb9-8f17-ac93fbaba41b,56349116000195,ARENA LOGFLIX
Lindau Gaming Brasil | d7a9bf3b-0ae3-4aa4-bbf0-848cbcff967b,50550511000155,Lindau Gaming Brasil
MAX PAGO LTDA | 3c4c57df-1a45-4857-aadb-33c827d53392,57252426000150,MAX PAGO LTDA
Pay Brokers S.A. | 34841787000136,34841787000136,Pay Brokers S.A.
49726523 LTDA | bc0fd5f9-0594-433e-8c7b-e8b56b529823,49726523000109,49726523 LTDA
ECO SERVICE COMERCIO LTDA | 44356727000181,44356727000181,ECO SERVICE COMERCIO LTDA
56.173.308 ISADORA GUTERRES MONTI | 76f0d2e9-84ff-488a-94e9-264d2b8b78fd,55258645000110,56.173.308 ISADORA GUTERRES MONTI
PIXS COBRANCA E SERVICOS EM TE | 40953545000137,40953545000137,PIXS COBRANCA E SERVICOS EM TE
Be2 Bank LTDA |,25009296000132,Be2 Bank LTDA
Wudi pay Correspondente de Instituicao Financeira Ltda |,18490448000104,Wudi pay Correspondente de Instituicao Financeira Ltda
BET DA SORTE - DECOLA OPERATIONS | 22443203000276,22443203000276,BET DA SORTE - DECOLA OPERATIONS
ALL BETS | a52b9365-f76e-4a35-9696-0dee87ae358a,93138451000170,ALL BETS
ALL BETS APOSTAS ESPORTIVAS LTDA | 93138451000170,93138451000170,ALL BETS APOSTAS ESPORTIVAS LTDA
LUCK GAME LTDA | c12d1a3e-1ea8-4ae7-9b80-5101ffbdf988,57428376000119,LUCK GAME LTDA
NAXIMUS INTERMEDIAÇÃO E NEGOCIOS LTDA | b63c7b60-240d-4d89-b18b-3daeedf1648e,46574494000119,NAXIMUS INTERMEDIAÇÃO E NEGOCIOS LTDA
ONEPAY MEIOS DE PAGAMENTOS LTDA | a62888a7-6d3e-4532-88ff-b93f6480ee2e,48820105000113,ONEPAY MEIOS DE PAGAMENTOS LTDA
PAY2FREE SOLUÇÕES EM SISTEMAS E PAG | 921c2080-eb23-4497-8b99-caee00d0d8ab,44478318000158,PAY2FREE SOLUÇÕES EM SISTEMAS E PAG
RM SERVICOS EMPRESARIAIS WEB LTDA | ca5e6d15-7c5d-4a85-9718-4aaa876e462a,51688853000107,RM SERVICOS EMPRESARIAIS WEB LTDA
SHOPRMS TECNOLOGIA E SERVICOS LTDA | 0dc290b3-44b5-4e2c-921c-92216f01e9b7,45707166000180,SHOPRMS TECNOLOGIA E SERVICOS LTDA
P H R OLIVEIRA DR INVESTIMENTOS LTDA | 119c5a87-d6b6-4af0-9e93-51cef62699f5,58321455000199,P H R OLIVEIRA DR INVESTIMENTOS LTDA
Organ-on Software Brasil Ltda | 6a712da5-1b95-44d4-ad55-1605e1c57e40,30726529000158,Organ-on Software Brasil Ltda
ESPORTES GAMING BRASIL LTDA | ec2b2737-778a-4869-812f-971b1741db8c,56075466000100,ESPORTES GAMING BRASIL LTDA
DEMERGE BRASIL FACILITADORA DE PAGAMENTOS LTDA | dd9f1cc1-4624-4217-9a8d-7464e072ea28,33967103000184,DEMERGE BRASIL FACILITADORA DE PAGAMENTOS LTDA
okto tech ltda. | cb9199f4-510a-4c6c-8b88-977eb58be941,51583189000123,okto tech ltda.
ALL BETS | 1b4f13e7-c587-4ee9-b96d-fe20abc26b4c,93138451001223,ALL BETS
ALL BETS | 9c85111f-a558-4076-9761-696272a20929,93138451000170,ALL BETS
ALL BETS | abf3ff70-738f-44a8-84a2-b67881ba7ce4,93138451000170,ALL BETS
PAGFACIL MEIOS DE PAGAMENTOS LTDA | 671aeb9c-8029-4f28-a26e-6f0c6ea04535,58058639000108,PAGFACIL MEIOS DE PAGAMENTOS LTDA
BLISS PAGAMENTOS LTDA | 31172740000139,31172740000139,BLISS PAGAMENTOS LTDA
Brapay Negócio e Participação LTDA | 49138107000190,49138107000190,Brapay Negócio e Participação LTDA
HKPPAY PAGAMENTOS E COBRANCAS LTDA | 55527975000164,55527975000164,HKPPAY PAGAMENTOS E COBRANCAS LTDA
LOGAME DO BRASIL LTDA | 56349116000195,56349116000195,LOGAME DO BRASIL LTDA
STA7 PAY TECNOLOGIA LTDA | 57677659000102,57677659000102,STA7 PAY TECNOLOGIA LTDA
BLISS PAGAMENTOS LTDA | 9f8375ec-9527-45b9-99a4-6b13be332504,31172740000139,BLISS PAGAMENTOS LTDA
BLISS PAGAMENTOS LTDA | d79549ed-9bab-4097-9402-33ac057c3fa0,31172740000139,BLISS PAGAMENTOS LTDA
BLISS PAGAMENTOS LTDA | f1f2a2f3-bd2c-4931-942c-1289383ae5b5,31172740000139,BLISS PAGAMENTOS LTDA
Fly Tech Apostas LTDA | f08096e9-d6a1-4784-bfd5-7383be658f3a,58076990000121,Fly Tech Apostas LTDA
LISBOAPAY FACILITADORA DE PAGAMENTOS LTDA | eb2a12e2-9a4f-44e7-8ae2-979192bb57ed,41433374000188,LISBOAPAY FACILITADORA DE PAGAMENTOS LTDA
ONEPAY MEIOS DE PAGAMENTOS LTDA | b82ed17d-1ff8-48e1-a8ff-451384f99e7c,48820105000113,ONEPAY MEIOS DE PAGAMENTOS LTDA
PAYMENT SOLUCOES | 73534b58-28e1-4eb8-b390-03fb708039a6,56910105000132,PAYMENT SOLUCOES
WUDI PAY CORRESPONDENTE DE INSTITUICAO FINANCEIRA LTDA | 5efb15bd-ac99-477f-be66-e9f5aab0486e,18490448000104,WUDI PAY CORRESPONDENTE DE INSTITUICAO FINANCEIRA LTDA
ROCKET PAGO LTDA | 10ff3750-9fe4-4e1e-b659-546b757b2b95,57252890000146,ROCKET PAGO LTDA
AK FINTECH SOLUTIONS LTDA | b93d2a85-10e0-4305-8697-932c848bda30,55781283000148,AK FINTECH SOLUTIONS LTDA
EXPAG SOLUCOES EM PAGAMENTOS E REPRESENTACAO COMERCIAL LTDA | c5c6a079-e05a-43cc-a5aa-81b02cdb21f9,32906701000180,EXPAG SOLUCOES EM PAGAMENTOS E REPRESENTACAO COMERCIAL LTDA
HKPPAY PAGAMENTOS E COBRANCAS LTDA | dae5b133-6f8e-4db6-9ad5-3371a14da6fb,55527975000164,HKPPAY PAGAMENTOS E COBRANCAS LTDA
BLISS PAGAMENTOS LTDA | d9c2efba-1063-448b-8fcf-d2b16f7949c0,31172740000139,BLISS PAGAMENTOS LTDA
OKTO TECH LTDA | 0d66db15-c3fc-4200-a06a-d349b84f1fab,51583189000123,OKTO TECH LTDA
HKPPAY PAGAMENTOS E COBRANCAS LTDA | dcbda662-75c6-4113-be57-2b525d836ef4,55527975000164,HKPPAY PAGAMENTOS E COBRANCAS LTDA
TIMIPAY LTDA | 55499390000188,55499390000188,TIMIPAY LTDA
SISTEMA LOTERICO DE PERNAMBUCO | 06023798000173,6023798000173,SISTEMA LOTERICO DE PERNAMBUCO
OKP BETANO | 0df953af-5d6c-4e6c-b0b4-e8fe4d488e78,35210410000141,OKP BETANO
